,datum,srazka,zavineni,alkohol,nasledek,prilba,pohlavi
634,2012/12/12 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ano,muž
635,2013/04/13 00:00:00+00,jiný druh nehody,řidičem nemotorového vozidla,Ne,lehké zranění,ano,žena
636,2013/05/20 00:00:00+00,srážka s chodcem,chodcem,Nezjišťován,těžké zranění,ano,muž
637,2013/07/23 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ne,muž
638,2013/08/04 00:00:00+00,jiný druh nehody,řidičem nemotorového vozidla,Ne,lehké zranění,ne,muž
639,2013/08/20 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ano,muž
640,2013/09/19 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ano,muž
641,2013/12/15 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ano,muž
642,2014/02/25 00:00:00+00,havárie,řidičem nemotorového vozidla,Ne,lehké zranění,ne,muž
643,2014/03/12 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ano,muž
644,2014/03/25 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ano,muž
645,2014/05/04 00:00:00+00,havárie,řidičem nemotorového vozidla,"Ano, obsah alkoholu v krvi od 0,5‰ do 0,8‰",lehké zranění,ne,muž
646,2014/06/03 00:00:00+00,havárie,řidičem nemotorového vozidla,Ne,lehké zranění,ne,muž
647,2014/07/10 00:00:00+00,srážka s chodcem,řidičem nemotorového vozidla,Ne,bez zraněn,ano,muž
648,2014/08/25 00:00:00+00,jiný druh nehody,řidičem motorového vozidla,Ne,lehké zranění,ano,chlapec (do 15 let)
649,2014/09/16 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem nemotorového vozidla,"Ano, obsah alkoholu v krvi od 1,0‰ do 1,5‰",lehké zranění,ne,muž
650,2014/09/26 00:00:00+00,havárie,řidičem nemotorového vozidla,Ne,lehké zranění,ne,žena
651,2014/10/23 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ne,muž
652,2015/03/17 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem nemotorového vozidla,Ne,lehké zranění,ne,dívka (do 15 let)
653,2015/08/15 00:00:00+00,havárie,řidičem nemotorového vozidla,Ne,lehké zranění,ne,muž
654,2015/08/25 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem nemotorového vozidla,Ne,lehké zranění,ano,muž
655,2015/09/24 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem nemotorového vozidla,"Ano, obsah alkoholu v krvi od 1,0‰ do 1,5‰",bez zraněn,ne,muž
656,2016/04/04 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem nemotorového vozidla,Ne,lehké zranění,ano,muž
657,2016/08/22 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem nemotorového vozidla,Ne,lehké zranění,ano,muž
658,2016/09/04 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ne,muž
659,2017/05/15 00:00:00+00,srážka s pevnou překážkou,řidičem nemotorového vozidla,Ne,těžké zranění,ne,muž
660,2017/05/23 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ano,muž
661,2017/08/09 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem nemotorového vozidla,Ne,těžké zranění,ano,muž
662,2017/08/09 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem nemotorového vozidla,Ne,lehké zranění,ano,muž
663,2017/08/09 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem nemotorového vozidla,Ne,lehké zranění,ano,muž
664,2017/08/16 00:00:00+00,"srážka s vozidlem zaparkovaným, odstaveným",řidičem nemotorového vozidla,Pod vlivem drog,lehké zranění,ne,muž
665,2017/08/18 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem nemotorového vozidla,Ne,lehké zranění,ano,žena
666,2017/08/18 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem nemotorového vozidla,Ne,lehké zranění,ne,muž
667,2017/08/08 00:00:00+00,srážka s domácím zvířetem,"lesní zvěří, domácím zvířectvem",Nezjišťován,lehké zranění,ano,žena
668,2017/08/08 00:00:00+00,srážka s domácím zvířetem,"lesní zvěří, domácím zvířectvem",Nezjišťován,bez zraněn,ano,muž
669,2017/08/29 00:00:00+00,havárie,řidičem nemotorového vozidla,Ne,lehké zranění,ano,žena
670,2017/08/30 00:00:00+00,jiný druh nehody,řidičem motorového vozidla,Ne,lehké zranění,ano,muž
671,2017/10/23 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ne,muž
672,2018/04/15 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem nemotorového vozidla,Ne,lehké zranění,ne,chlapec (do 15 let)
673,2018/04/24 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Nezjišťován,bez zraněn,ano,muž
674,2018/04/27 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,těžké zranění,ano,dívka (do 15 let)
675,2018/05/01 00:00:00+00,havárie,řidičem nemotorového vozidla,Ne,lehké zranění,ano,muž
676,2018/05/10 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem nemotorového vozidla,Ne,lehké zranění,ne,muž
677,2018/06/15 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ne,žena
678,2018/06/28 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,těžké zranění,ano,muž
679,2018/07/12 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem nemotorového vozidla,Ne,lehké zranění,ano,žena
680,2018/07/13 00:00:00+00,havárie,řidičem nemotorového vozidla,Ne,lehké zranění,ne,muž
681,2018/07/25 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,těžké zranění,ano,muž
682,2018/07/29 00:00:00+00,jiný druh nehody,řidičem nemotorového vozidla,Ne,lehké zranění,ano,muž
683,2018/08/15 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem nemotorového vozidla,Ne,bez zraněn,ne,muž
684,2018/08/15 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem nemotorového vozidla,Ne,těžké zranění,ano,muž
685,2018/08/23 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem nemotorového vozidla,Ne,lehké zranění,ano,muž
686,2018/08/23 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem nemotorového vozidla,Ne,bez zraněn,ano,muž
687,2018/08/23 00:00:00+00,havárie,řidičem nemotorového vozidla,Ne,lehké zranění,ano,muž
688,2018/09/26 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ano,muž
689,2019/04/01 00:00:00+00,"srážka s vozidlem zaparkovaným, odstaveným",řidičem nemotorového vozidla,Ne,bez zraněn,ano,muž
690,2019/04/04 00:00:00+00,srážka s pevnou překážkou,řidičem nemotorového vozidla,Ne,bez zraněn,ano,muž
691,2019/06/07 00:00:00+00,jiný druh nehody,řidičem motorového vozidla,Ne,lehké zranění,ano,žena
692,2019/06/10 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem nemotorového vozidla,"Ano, obsah alkoholu v krvi 1,5‰ a více",bez zraněn,ne,muž
693,2019/06/16 00:00:00+00,havárie,řidičem nemotorového vozidla,Ne,lehké zranění,ne,muž
694,2019/07/05 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ano,muž
695,2019/07/24 00:00:00+00,"srážka s vozidlem zaparkovaným, odstaveným",řidičem nemotorového vozidla,"Ano, obsah alkoholu v krvi do 0,24 ‰",lehké zranění,ano,muž
696,2019/07/28 00:00:00+00,havárie,řidičem nemotorového vozidla,"Ano, obsah alkoholu v krvi 1,5‰ a více",lehké zranění,ne,muž
697,2019/08/05 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ano,muž
698,2019/08/12 00:00:00+00,havárie,řidičem nemotorového vozidla,"Ano, obsah alkoholu v krvi od 1,0‰ do 1,5‰",lehké zranění,ne,muž
699,2019/10/04 00:00:00+00,havárie,řidičem nemotorového vozidla,Ne,lehké zranění,ano,muž
700,2019/10/25 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ano,muž
701,2019/11/01 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ano,muž
702,2020/03/10 00:00:00+00,havárie,řidičem nemotorového vozidla,Ne,lehké zranění,ano,muž
703,2020/04/18 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Nezjišťován,lehké zranění,ano,muž
704,2020/06/04 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem nemotorového vozidla,Ne,těžké zranění,ano,muž
705,2020/06/23 00:00:00+00,havárie,řidičem nemotorového vozidla,"Ano, obsah alkoholu v krvi 1,5‰ a více",lehké zranění,ne,muž
706,2020/07/29 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Nezjišťován,lehké zranění,ano,žena
707,2020/08/01 00:00:00+00,havárie,řidičem nemotorového vozidla,"Ano, obsah alkoholu v krvi 1,5‰ a více",lehké zranění,ne,muž
708,2020/08/28 00:00:00+00,havárie,řidičem nemotorového vozidla,Ne,lehké zranění,ne,muž
709,2010/07/31 00:00:00+00,havárie,řidičem nemotorového vozidla,"Ano, obsah alkoholu v krvi od 0,24‰ do 0,5‰",lehké zranění,ne,muž
710,2010/09/19 00:00:00+00,srážka s chodcem,chodcem,Ne,těžké zranění,ano,muž
711,2011/04/23 00:00:00+00,havárie,řidičem nemotorového vozidla,Ne,lehké zranění,ano,muž
712,2011/05/24 00:00:00+00,havárie,řidičem nemotorového vozidla,"Ano, obsah alkoholu v krvi 1,5‰ a více",těžké zranění,ne,muž
713,2011/05/25 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ne,muž
714,2011/07/15 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem nemotorového vozidla,Ne,lehké zranění,ne,muž
715,2011/05/26 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Nezjišťován,lehké zranění,ano,muž
716,2011/08/03 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Nezjišťován,lehké zranění,ne,chlapec (do 15 let)
717,2011/10/01 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem nemotorového vozidla,"Ano, obsah alkoholu v krvi 1,5‰ a více",lehké zranění,ano,muž
718,2011/10/01 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem nemotorového vozidla,"Ano, obsah alkoholu v krvi 1,5‰ a více",lehké zranění,ne,muž
719,2012/03/12 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem nemotorového vozidla,"Ano, obsah alkoholu v krvi 1,5‰ a více",lehké zranění,ne,muž
720,2012/05/09 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ano,muž
721,2012/05/19 00:00:00+00,"srážka s vozidlem zaparkovaným, odstaveným",řidičem motorového vozidla,Ne,lehké zranění,ano,muž
722,2012/07/24 00:00:00+00,srážka s chodcem,chodcem,Ne,bez zraněn,ano,muž
723,2012/08/03 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem nemotorového vozidla,Ne,lehké zranění,ano,muž
724,2012/08/20 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,bez zraněn,ano,žena
725,2012/09/17 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ano,muž
726,2012/09/25 00:00:00+00,havárie,řidičem nemotorového vozidla,Ne,lehké zranění,ne,muž
727,2012/09/26 00:00:00+00,srážka s tramvají,řidičem nemotorového vozidla,Ne,těžké zranění,ne,muž
728,2013/06/30 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem nemotorového vozidla,Ne,těžké zranění,ne,muž
729,2013/07/23 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ne,muž
730,2013/08/15 00:00:00+00,havárie,řidičem nemotorového vozidla,Nezjišťován,lehké zranění,ano,žena
731,2014/05/20 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem nemotorového vozidla,Ne,lehké zranění,ne,chlapec (do 15 let)
732,2014/05/21 00:00:00+00,"srážka s vozidlem zaparkovaným, odstaveným",řidičem nemotorového vozidla,"Ano, obsah alkoholu v krvi od 0,8‰ do 1,0‰",lehké zranění,ne,muž
733,2014/05/26 00:00:00+00,"srážka s vozidlem zaparkovaným, odstaveným",řidičem nemotorového vozidla,Ne,těžké zranění,ano,muž
734,2014/06/15 00:00:00+00,srážka s pevnou překážkou,řidičem nemotorového vozidla,"Ano, obsah alkoholu v krvi 1,5‰ a více",těžké zranění,ne,muž
735,2014/06/18 00:00:00+00,"srážka s vozidlem zaparkovaným, odstaveným",řidičem nemotorového vozidla,Ne,bez zraněn,ano,muž
736,2014/08/11 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem nemotorového vozidla,Ne,lehké zranění,ne,žena
737,2014/12/08 00:00:00+00,"srážka s vozidlem zaparkovaným, odstaveným",řidičem nemotorového vozidla,"Ano, obsah alkoholu v krvi 1,5‰ a více",bez zraněn,ne,muž
738,2015/04/14 00:00:00+00,havárie,řidičem nemotorového vozidla,"Ano, obsah alkoholu v krvi 1,5‰ a více",lehké zranění,ano,muž
739,2015/05/11 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ano,muž
740,2015/06/18 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ano,muž
741,2015/08/01 00:00:00+00,havárie,řidičem nemotorového vozidla,Ne,lehké zranění,ano,muž
742,2015/08/07 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem nemotorového vozidla,Ne,lehké zranění,ne,muž
743,2015/09/10 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ano,muž
744,2016/02/09 00:00:00+00,havárie,řidičem nemotorového vozidla,Ne,lehké zranění,ne,muž
745,2016/04/01 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ne,muž
746,2016/07/22 00:00:00+00,"srážka s vozidlem zaparkovaným, odstaveným",řidičem nemotorového vozidla,Nezjišťován,lehké zranění,ne,muž
747,2016/08/15 00:00:00+00,havárie,řidičem nemotorového vozidla,"Ano, obsah alkoholu v krvi od 0,24‰ do 0,5‰",lehké zranění,ne,žena
748,2016/09/20 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Nezjišťován,lehké zranění,ne,muž
749,2016/10/18 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ne,muž
750,2017/05/06 00:00:00+00,"srážka s vozidlem zaparkovaným, odstaveným",řidičem nemotorového vozidla,"Ano, obsah alkoholu v krvi do 0,24 ‰",bez zraněn,ne,muž
751,2017/05/30 00:00:00+00,srážka s chodcem,chodcem,"Ano, obsah alkoholu v krvi 1,5‰ a více",bez zraněn,ne,muž
752,2017/06/04 00:00:00+00,havárie,řidičem nemotorového vozidla,Ne,lehké zranění,ne,muž
753,2017/06/11 00:00:00+00,"srážka s vozidlem zaparkovaným, odstaveným",řidičem nemotorového vozidla,Nezjišťován,lehké zranění,ano,muž
754,2017/06/15 00:00:00+00,havárie,řidičem nemotorového vozidla,"Ano, obsah alkoholu v krvi 1,5‰ a více",lehké zranění,ne,muž
755,2017/11/24 00:00:00+00,havárie,řidičem nemotorového vozidla,Ne,lehké zranění,ne,muž
756,2018/04/26 00:00:00+00,havárie,řidičem nemotorového vozidla,Ne,těžké zranění,ne,muž
757,2018/07/08 00:00:00+00,srážka s pevnou překážkou,řidičem nemotorového vozidla,Ne,lehké zranění,ne,muž
758,2018/08/05 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem nemotorového vozidla,"Ano, obsah alkoholu v krvi od 0,24‰ do 0,5‰",lehké zranění,ne,muž
759,2018/08/14 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem nemotorového vozidla,Ne,lehké zranění,ne,muž
760,2018/10/29 00:00:00+00,havárie,řidičem nemotorového vozidla,Ne,lehké zranění,ano,muž
761,2019/05/24 00:00:00+00,"srážka s vozidlem zaparkovaným, odstaveným",řidičem nemotorového vozidla,Ne,lehké zranění,ano,muž
762,2019/09/24 00:00:00+00,havárie,řidičem motorového vozidla,Ne,lehké zranění,ne,žena
763,2019/10/15 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,těžké zranění,ano,muž
764,2020/07/03 00:00:00+00,havárie,řidičem nemotorového vozidla,Ne,lehké zranění,ano,muž
765,2020/07/06 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ano,muž
766,2020/07/12 00:00:00+00,havárie,řidičem nemotorového vozidla,Nezjišťován,lehké zranění,ano,muž
767,2020/07/19 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem nemotorového vozidla,Pod vlivem drog,bez zraněn,ne,muž
768,2020/08/24 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ano,muž
769,2020/10/03 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem nemotorového vozidla,Ne,bez zraněn,ne,muž
770,2020/10/03 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem nemotorového vozidla,Ne,lehké zranění,ano,žena
771,2012/09/26 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem nemotorového vozidla,Ne,lehké zranění,ne,žena
772,2013/05/08 00:00:00+00,havárie,řidičem nemotorového vozidla,Nezjišťován,lehké zranění,ano,žena
773,2013/05/22 00:00:00+00,havárie,řidičem nemotorového vozidla,"Ano, obsah alkoholu v krvi 1,5‰ a více",lehké zranění,ne,muž
774,2015/08/13 00:00:00+00,"srážka s vozidlem zaparkovaným, odstaveným",řidičem nemotorového vozidla,"Ano, obsah alkoholu v krvi 1,5‰ a více",bez zraněn,ne,muž
775,2015/09/17 00:00:00+00,havárie,řidičem nemotorového vozidla,Ne,těžké zranění,ne,muž
776,2016/11/27 00:00:00+00,havárie,řidičem nemotorového vozidla,"Ano, obsah alkoholu v krvi 1,5‰ a více",lehké zranění,ne,muž
777,2017/11/02 00:00:00+00,"srážka s vozidlem zaparkovaným, odstaveným",řidičem nemotorového vozidla,"Ano, obsah alkoholu v krvi od 1,0‰ do 1,5‰",lehké zranění,ne,žena
778,2017/11/10 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem nemotorového vozidla,"Ano, obsah alkoholu v krvi od 1,0‰ do 1,5‰",lehké zranění,ano,muž
779,2018/07/02 00:00:00+00,"srážka s vozidlem zaparkovaným, odstaveným",řidičem nemotorového vozidla,"Ano, obsah alkoholu v krvi 1,5‰ a více",bez zraněn,ne,muž
780,2018/07/25 00:00:00+00,havárie,řidičem nemotorového vozidla,"Ano, obsah alkoholu v krvi od 0,24‰ do 0,5‰",lehké zranění,ne,žena
781,2019/08/03 00:00:00+00,havárie,řidičem nemotorového vozidla,"Ano, obsah alkoholu v krvi 1,5‰ a více",lehké zranění,ne,muž
782,2020/08/08 00:00:00+00,havárie,řidičem nemotorového vozidla,"Ano, obsah alkoholu v krvi od 1,0‰ do 1,5‰",lehké zranění,ne,žena
783,2020/09/20 00:00:00+00,havárie,řidičem nemotorového vozidla,"Ano, obsah alkoholu v krvi 1,5‰ a více",lehké zranění,ne,žena
784,2010/04/08 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem nemotorového vozidla,"Ano, obsah alkoholu v krvi do 0,24 ‰",těžké zranění,ne,muž
785,2010/04/28 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem nemotorového vozidla,"Ano, obsah alkoholu v krvi od 0,24‰ do 0,5‰",lehké zranění,ne,muž
786,2010/07/20 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ano,muž
787,2010/08/06 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,těžké zranění,ne,muž
788,2011/04/21 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem nemotorového vozidla,Ne,lehké zranění,ne,žena
789,2011/07/07 00:00:00+00,havárie,řidičem nemotorového vozidla,Nezjišťován,lehké zranění,ne,muž
790,2011/09/04 00:00:00+00,jiný druh nehody,řidičem motorového vozidla,Ne,lehké zranění,ne,muž
791,2012/04/13 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,bez zraněn,ano,žena
792,2012/05/26 00:00:00+00,jiný druh nehody,řidičem nemotorového vozidla,Ne,lehké zranění,ano,muž
793,2012/06/26 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ano,muž
794,2012/07/15 00:00:00+00,havárie,řidičem nemotorového vozidla,"Ano, obsah alkoholu v krvi od 0,24‰ do 0,5‰",lehké zranění,ne,muž
795,2012/07/21 00:00:00+00,havárie,řidičem nemotorového vozidla,"Ano, obsah alkoholu v krvi 1,5‰ a více",lehké zranění,ne,muž
796,2012/08/04 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Nezjišťován,lehké zranění,ano,muž
797,2013/05/16 00:00:00+00,havárie,řidičem nemotorového vozidla,"Ano, obsah alkoholu v krvi od 0,8‰ do 1,0‰",bez zraněn,ne,muž
798,2013/05/16 00:00:00+00,havárie,řidičem nemotorového vozidla,"Ano, obsah alkoholu v krvi od 0,8‰ do 1,0‰",lehké zranění,ne,žena
799,2013/06/16 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem nemotorového vozidla,Ne,lehké zranění,ne,muž
800,2013/06/16 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem nemotorového vozidla,Ne,lehké zranění,ne,muž
801,2013/07/07 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ano,muž
802,2013/07/28 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ano,muž
803,2013/09/19 00:00:00+00,havárie,řidičem nemotorového vozidla,Ne,lehké zranění,ne,muž
804,2014/04/19 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ano,muž
805,2014/06/12 00:00:00+00,"srážka s vozidlem zaparkovaným, odstaveným",řidičem nemotorového vozidla,"Ano, obsah alkoholu v krvi 1,5‰ a více",lehké zranění,ne,muž
806,2014/10/19 00:00:00+00,jiný druh nehody,řidičem nemotorového vozidla,"Ano, obsah alkoholu v krvi 1,5‰ a více",usmrcení,ano,muž
807,2015/04/17 00:00:00+00,havárie,řidičem nemotorového vozidla,"Ano, obsah alkoholu v krvi 1,5‰ a více",lehké zranění,ne,muž
808,2015/04/27 00:00:00+00,havárie,řidičem nemotorového vozidla,Ne,lehké zranění,ano,muž
809,2015/06/01 00:00:00+00,"srážka s vozidlem zaparkovaným, odstaveným",řidičem nemotorového vozidla,Ne,bez zraněn,ne,muž
810,2015/06/01 00:00:00+00,"srážka s vozidlem zaparkovaným, odstaveným",řidičem nemotorového vozidla,Ne,bez zraněn,ne,muž
811,2015/07/02 00:00:00+00,jiný druh nehody,řidičem motorového vozidla,Ne,lehké zranění,ano,muž
812,2015/07/04 00:00:00+00,havárie,řidičem nemotorového vozidla,"Ano, obsah alkoholu v krvi od 0,8‰ do 1,0‰",lehké zranění,ne,muž
813,2015/08/12 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem nemotorového vozidla,"Ano, obsah alkoholu v krvi 1,5‰ a více",lehké zranění,ano,muž
814,2015/08/24 00:00:00+00,havárie,řidičem nemotorového vozidla,Ne,bez zraněn,ne,muž
815,2015/08/28 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ano,muž
816,2016/04/23 00:00:00+00,"srážka s vozidlem zaparkovaným, odstaveným",řidičem motorového vozidla,Ne,těžké zranění,ne,muž
817,2016/06/25 00:00:00+00,havárie,řidičem nemotorového vozidla,Ne,těžké zranění,ne,muž
818,2016/07/04 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ano,dívka (do 15 let)
819,2016/07/04 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ano,muž
820,2016/08/02 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem nemotorového vozidla,Ne,lehké zranění,ano,muž
821,2016/08/06 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem nemotorového vozidla,"Ano, obsah alkoholu v krvi od 0,24‰ do 0,5‰",těžké zranění,ne,muž
822,2016/08/06 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem nemotorového vozidla,"Ano, obsah alkoholu v krvi od 0,24‰ do 0,5‰",bez zraněn,ano,žena
823,2016/10/18 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem nemotorového vozidla,Ne,lehké zranění,ne,muž
824,2016/11/15 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ne,muž
825,2017/02/20 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ano,muž
826,2017/06/27 00:00:00+00,havárie,řidičem nemotorového vozidla,"Ano, obsah alkoholu v krvi do 0,24 ‰",lehké zranění,ne,muž
827,2017/07/29 00:00:00+00,havárie,řidičem nemotorového vozidla,Ne,těžké zranění,ano,muž
828,2017/08/02 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ano,muž
829,2018/05/21 00:00:00+00,srážka s chodcem,chodcem,Ne,lehké zranění,ano,muž
830,2018/06/17 00:00:00+00,havárie,řidičem nemotorového vozidla,Ne,lehké zranění,ne,muž
831,2018/06/19 00:00:00+00,"srážka s vozidlem zaparkovaným, odstaveným",řidičem nemotorového vozidla,Nezjišťován,bez zraněn,ne,muž
832,2018/07/04 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ano,muž
833,2018/08/03 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem nemotorového vozidla,Ne,lehké zranění,ne,muž
834,2018/08/19 00:00:00+00,havárie,řidičem nemotorového vozidla,Ne,lehké zranění,ne,žena
835,2018/09/12 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ano,muž
